competencia,cod_subgrupo,nome_subgrupo,valor_referencia,deflator,valor_real,grupo_did,tratado,pos_2023,pos_2024,pos_2025,did_2023,did_2024,ano,mes,tempo,data
2024-06,0207,Resson<c3><a2>ncia magn<c3><a9>tica,367.29,1.0229048237551606,375.7,tratamento_2024,1,1,1,0,0,1,2024,6,78,2024-06-01
2024-07,0207,Resson<c3><a2>ncia magn<c3><a9>tica,367.29,1.0190325002541945,374.28,tratamento_2024,1,1,1,0,0,1,2024,7,79,2024-07-01
2024-08,0207,Resson<c3><a2>ncia magn<c3><a9>tica,367.29,1.0192363475236994,374.36,tratamento_2024,1,1,1,0,0,1,2024,8,80,2024-08-01
2024-09,0207,Resson<c3><a2>ncia magn<c3><a9>tica,367.29,1.014771353568,372.72,tratamento_2024,1,1,1,0,0,1,2024,9,81,2024-09-01
2024-10,0207,Resson<c3><a2>ncia magn<c3><a9>tica,367.29,1.00912028,370.64,tratamento_2024,1,1,1,0,0,1,2024,10,82,2024-10-01
2024-11,0207,Resson<c3><a2>ncia magn<c3><a9>tica,367.29,1.0052,369.2,tratamento_2024,1,1,1,0,0,1,2024,11,83,2024-11-01
2024-12,0207,Resson<c3><a2>ncia magn<c3><a9>tica,367.29,1,367.29,tratamento_2024,1,1,1,0,0,1,2024,12,84,2024-12-01
2025-01,0207,Resson<c3><a2>ncia magn<c3><a9>tica,413.2,0.998402555910543,412.54,tratamento_2024,1,1,1,1,0,1,2025,1,85,2025-01-01
2025-02,0207,Resson<c3><a2>ncia magn<c3><a9>tica,413.2,0.9854926028136836,407.21,tratamento_2024,1,1,1,1,0,1,2025,2,86,2025-02-01
2025-03,0207,Resson<c3><a2>ncia magn<c3><a9>tica,413.2,0.9800045771814674,404.94,tratamento_2024,1,1,1,1,0,1,2025,3,87,2025-03-01
2025-04,0207,Resson<c3><a2>ncia magn<c3><a9>tica,413.2,0.9758086002006048,403.2,tratamento_2024,1,1,1,1,0,1,2025,4,88,2025-04-01
2025-05,0207,Resson<c3><a2>ncia magn<c3><a9>tica,413.2,0.9723082903553256,401.76,tratamento_2024,1,1,1,1,0,1,2025,5,89,2025-05-01
2025-06,0207,Resson<c3><a2>ncia magn<c3><a9>tica,413.2,0.969593428754812,400.64,tratamento_2024,1,1,1,1,0,1,2025,6,90,2025-06-01
2025-07,0207,Resson<c3><a2>ncia magn<c3><a9>tica,413.2,0.9665006267492148,399.36,tratamento_2024,1,1,1,1,0,1,2025,7,91,2025-07-01
2025-08,0207,Resson<c3><a2>ncia magn<c3><a9>tica,413.2,0.9647640514565928,398.64,tratamento_2024,1,1,1,1,0,1,2025,8,92,2025-08-01
2025-09,0207,Resson<c3><a2>ncia magn<c3><a9>tica,413.2,0.9623581560664268,397.65,tratamento_2024,1,1,1,1,0,1,2025,9,93,2025-09-01
2018-01,0208,Medicina nuclear,350,1.4400473769328803,504.02,tratamento_2024,1,0,0,0,0,0,2018,1,1,2018-01-01
2018-02,0208,Medicina nuclear,350,1.435453924374881,502.41,tratamento_2024,1,0,0,0,0,0,2018,2,2,2018-02-01
2018-03,0208,Medicina nuclear,350,1.4341631775151176,501.96,tratamento_2024,1,0,0,0,0,0,2018,3,3,2018-03-01
2018-04,0208,Medicina nuclear,350,1.4310149446369165,500.86,tratamento_2024,1,0,0,0,0,0,2018,4,4,2018-04-01
2018-05,0208,Medicina nuclear,350,1.4253136898774068,498.86,tratamento_2024,1,0,0,0,0,0,2018,5,5,2018-05-01
2018-06,0208,Medicina nuclear,350,1.407578204500698,492.65,tratamento_2024,1,0,0,0,0,0,2018,6,6,2018-06-01
2018-07,0208,Medicina nuclear,350,1.4029484745347331,491.03,tratamento_2024,1,0,0,0,0,0,2018,7,7,2018-07-01
2018-08,0208,Medicina nuclear,350,1.4042122655737497,491.47,tratamento_2024,1,0,0,0,0,0,2018,8,8,2018-08-01
2018-09,0208,Medicina nuclear,350,1.3975042451968052,489.13,tratamento_2024,1,0,0,0,0,0,2018,9,9,2018-09-01
2018-10,0208,Medicina nuclear,350,1.391243648777307,486.94,tratamento_2024,1,0,0,0,0,0,2018,10,10,2018-10-01
2018-11,0208,Medicina nuclear,350,1.394171408735652,487.96,tratamento_2024,1,0,0,0,0,0,2018,11,11,2018-11-01
2018-12,0208,Medicina nuclear,350,1.392083283809937,487.23,tratamento_2024,1,0,0,0,0,0,2018,12,12,2018-12-01
2019-01,0208,Medicina nuclear,350,1.387642826764291,485.67,tratamento_2024,1,0,0,0,0,0,2019,1,13,2019-01-01
2019-02,0208,Medicina nuclear,350,1.3817015102701298,483.6,tratamento_2024,1,0,0,0,0,0,2019,2,14,2019-02-01
2019-03,0208,Medicina nuclear,350,1.3714158910869771,480,tratamento_2024,1,0,0,0,0,0,2019,3,15,2019-03-01
2019-04,0208,Medicina nuclear,350,1.3636431252729215,477.28,tratamento_2024,1,0,0,0,0,0,2019,4,16,2019-04-01
2019-05,0208,Medicina nuclear,350,1.361872690774914,476.66,tratamento_2024,1,0,0,0,0,0,2019,5,17,2019-05-01
2019-06,0208,Medicina nuclear,350,1.3617365171232017,476.61,tratamento_2024,1,0,0,0,0,0,2019,6,18,2019-06-01
2019-07,0208,Medicina nuclear,350,1.3591541242870564,475.7,tratamento_2024,1,0,0,0,0,0,2019,7,19,2019-07-01
2019-08,0208,Medicina nuclear,350,1.3576606975197845,475.18,tratamento_2024,1,0,0,0,0,0,2019,8,20,2019-08-01
2019-09,0208,Medicina nuclear,350,1.358203979111429,475.37,tratamento_2024,1,0,0,0,0,0,2019,9,21,2019-09-01
2019-10,0208,Medicina nuclear,350,1.3568471319794495,474.9,tratamento_2024,1,0,0,0,0,0,2019,10,22,2019-10-01
2019-11,0208,Medicina nuclear,350,1.349962324126405,472.49,tratamento_2024,1,0,0,0,0,0,2019,11,23,2019-11-01
2019-12,0208,Medicina nuclear,350,1.334614260134854,467.11,tratamento_2024,1,0,0,0,0,0,2019,12,24,2019-12-01
2020-01,0208,Medicina nuclear,350,1.3318174435034964,466.14,tratamento_2024,1,0,0,0,0,0,2020,1,25,2020-01-01
2020-02,0208,Medicina nuclear,350,1.3284962029960066,464.97,tratamento_2024,1,0,0,0,0,0,2020,2,26,2020-02-01
2020-03,0208,Medicina nuclear,350,1.3275669061616937,464.65,tratamento_2024,1,0,0,0,0,0,2020,3,27,2020-03-01
2020-04,0208,Medicina nuclear,350,1.3316951611612935,466.09,tratamento_2024,1,0,0,0,0,0,2020,4,28,2020-04-01
2020-05,0208,Medicina nuclear,350,1.3367749058033465,467.87,tratamento_2024,1,0,0,0,0,0,2020,5,29,2020-05-01
2020-06,0208,Medicina nuclear,350,1.333308304212394,466.66,tratamento_2024,1,0,0,0,0,0,2020,6,30,2020-06-01
2020-07,0208,Medicina nuclear,350,1.328525612009161,464.98,tratamento_2024,1,0,0,0,0,0,2020,7,31,2020-07-01
2020-08,0208,Medicina nuclear,350,1.325344784526298,463.87,tratamento_2024,1,0,0,0,0,0,2020,8,32,2020-08-01
2020-09,0208,Medicina nuclear,350,1.3169165188059402,460.92,tratamento_2024,1,0,0,0,0,0,2020,9,33,2020-09-01
2020-10,0208,Medicina nuclear,350,1.3056876053995046,456.99,tratamento_2024,1,0,0,0,0,0,2020,10,34,2020-10-01
2020-11,0208,Medicina nuclear,350,1.2941694968772963,452.96,tratamento_2024,1,0,0,0,0,0,2020,11,35,2020-11-01
2020-12,0208,Medicina nuclear,350,1.2769309293313236,446.93,tratamento_2024,1,0,0,0,0,0,2020,12,36,2020-12-01
2021-01,0208,Medicina nuclear,350,1.2737465629240137,445.81,tratamento_2024,1,0,0,0,0,0,2021,1,37,2021-01-01
2021-02,0208,Medicina nuclear,350,1.2628857455126057,442.01,tratamento_2024,1,0,0,0,0,0,2021,2,38,2021-02-01
2021-03,0208,Medicina nuclear,350,1.2512491286164722,437.94,tratamento_2024,1,0,0,0,0,0,2021,3,39,2021-03-01
2021-04,0208,Medicina nuclear,350,1.2473822436611226,436.58,tratamento_2024,1,0,0,0,0,0,2021,4,40,2021-04-01
2021-05,0208,Medicina nuclear,350,1.2371141958356864,432.99,tratamento_2024,1,0,0,0,0,0,2021,5,41,2021-05-01
2021-06,0208,Medicina nuclear,350,1.2305920579286644,430.71,tratamento_2024,1,0,0,0,0,0,2021,6,42,2021-06-01
2021-07,0208,Medicina nuclear,350,1.2188907071401192,426.61,tratamento_2024,1,0,0,0,0,0,2021,7,43,2021-07-01
2021-08,0208,Medicina nuclear,350,1.2083778201052038,422.93,tratamento_2024,1,0,0,0,0,0,2021,8,44,2021-08-01
2021-09,0208,Medicina nuclear,350,1.1945213721878252,418.08,tratamento_2024,1,0,0,0,0,0,2021,9,45,2021-09-01
2021-10,0208,Medicina nuclear,350,1.1797741947534075,412.92,tratamento_2024,1,0,0,0,0,0,2021,10,46,2021-10-01
2021-11,0208,Medicina nuclear,350,1.1686718125343314,409.04,tratamento_2024,1,0,0,0,0,0,2021,11,47,2021-11-01
2021-12,0208,Medicina nuclear,350,1.1602023354852886,406.07,tratamento_2024,1,0,0,0,0,0,2021,12,48,2021-12-01
2022-01,0208,Medicina nuclear,350,1.153970892664898,403.89,tratamento_2024,1,0,0,0,0,0,2022,1,49,2022-01-01
2022-02,0208,Medicina nuclear,350,1.142432326170575,399.85,tratamento_2024,1,0,0,0,0,0,2022,2,50,2022-02-01
2022-03,0208,Medicina nuclear,350,1.1242199627736422,393.48,tratamento_2024,1,0,0,0,0,0,2022,3,51,2022-03-01
2022-04,0208,Medicina nuclear,350,1.1124282236034455,389.35,tratamento_2024,1,0,0,0,0,0,2022,4,52,2022-04-01
2022-05,0208,Medicina nuclear,350,1.1072242695366237,387.53,tratamento_2024,1,0,0,0,0,0,2022,5,53,2022-05-01
2022-06,0208,Medicina nuclear,350,1.0998552394324266,384.95,tratamento_2024,1,0,0,0,0,0,2022,6,54,2022-06-01
2022-07,0208,Medicina nuclear,350,1.1073854605642637,387.58,tratamento_2024,1,0,0,0,0,0,2022,7,55,2022-07-01
2022-08,0208,Medicina nuclear,350,1.1113864517907102,388.99,tratamento_2024,1,0,0,0,0,0,2022,8,56,2022-08-01
2022-09,0208,Medicina nuclear,350,1.114618846445402,390.12,tratamento_2024,1,0,0,0,0,0,2022,9,57,2022-09-01
2022-10,0208,Medicina nuclear,350,1.1080811675568163,387.83,tratamento_2024,1,0,0,0,0,0,2022,10,58,2022-10-01
2022-11,0208,Medicina nuclear,350,1.103556585556037,386.24,tratamento_2024,1,0,0,0,0,0,2022,11,59,2022-11-01
2022-12,0208,Medicina nuclear,350,1.096756694052909,383.86,tratamento_2024,1,0,0,0,0,0,2022,12,60,2022-12-01
2023-01,0208,Medicina nuclear,350,1.0909745290489494,381.84,tratamento_2024,1,1,0,0,0,0,2023,1,61,2023-01-01
2023-02,0208,Medicina nuclear,350,1.0818866809291443,378.66,tratamento_2024,1,1,0,0,0,0,2023,2,62,2023-02-01
2023-03,0208,Medicina nuclear,350,1.0742594389128632,375.99,tratamento_2024,1,1,0,0,0,0,2023,3,63,2023-03-01
2023-04,0208,Medicina nuclear,350,1.0677461871711194,373.71,tratamento_2024,1,1,0,0,0,0,2023,4,64,2023-04-01
2023-05,0208,Medicina nuclear,350,1.0652960063564991,372.85,tratamento_2024,1,1,0,0,0,0,2023,5,65,2023-05-01
2023-06,0208,Medicina nuclear,350,1.066148925496897,373.15,tratamento_2024,1,1,0,0,0,0,2023,6,66,2023-06-01
2023-07,0208,Medicina nuclear,350,1.0648710802006562,372.7,tratamento_2024,1,1,0,0,0,0,2023,7,67,2023-07-01
2023-08,0208,Medicina nuclear,350,1.0624274969576537,371.85,tratamento_2024,1,1,0,0,0,0,2023,8,68,2023-08-01
2023-09,0208,Medicina nuclear,350,1.059672348850642,370.89,tratamento_2024,1,1,0,0,0,0,2023,9,69,2023-09-01
2023-10,0208,Medicina nuclear,350,1.0571352243122925,370,tratamento_2024,1,1,0,0,0,0,2023,10,70,2023-10-01
2023-11,0208,Medicina nuclear,350,1.0541835104829405,368.96,tratamento_2024,1,1,0,0,0,0,2023,11,71,2023-11-01
2023-12,0208,Medicina nuclear,350,1.048312957918596,366.91,tratamento_2024,1,1,0,0,0,0,2023,12,72,2023-12-01
2024-01,0208,Medicina nuclear,350,1.043928458393344,365.37,tratamento_2024,1,1,0,0,0,0,2024,1,73,2024-01-01
2024-02,0208,Medicina nuclear,350,1.0353351764289835,362.37,tratamento_2024,1,1,0,0,0,0,2024,2,74,2024-02-01
2024-03,0208,Medicina nuclear,420,1.0336812863707905,434.15,tratamento_2024,1,1,1,0,0,1,2024,3,75,2024-03-01
2024-04,0208,Medicina nuclear,420,1.0297681673349175,432.5,tratamento_2024,1,1,1,0,0,1,2024,4,76,2024-04-01
2024-05,0208,Medicina nuclear,420,1.0250529238850463,430.52,tratamento_2024,1,1,1,0,0,1,2024,5,77,2024-05-01
2024-06,0208,Medicina nuclear,420,1.0229048237551606,429.62,tratamento_2024,1,1,1,0,0,1,2024,6,78,2024-06-01
2024-07,0208,Medicina nuclear,420,1.0190325002541945,427.99,tratamento_2024,1,1,1,0,0,1,2024,7,79,2024-07-01
2024-08,0208,Medicina nuclear,420,1.0192363475236994,428.08,tratamento_2024,1,1,1,0,0,1,2024,8,80,2024-08-01
2024-09,0208,Medicina nuclear,420,1.014771353568,426.2,tratamento_2024,1,1,1,0,0,1,2024,9,81,2024-09-01
2024-10,0208,Medicina nuclear,420,1.00912028,423.83,tratamento_2024,1,1,1,0,0,1,2024,10,82,2024-10-01
2024-11,0208,Medicina nuclear,420,1.0052,422.18,tratamento_2024,1,1,1,0,0,1,2024,11,83,2024-11-01
2024-12,0208,Medicina nuclear,420,1,420,tratamento_2024,1,1,1,0,0,1,2024,12,84,2024-12-01
2025-01,0208,Medicina nuclear,472.5,0.998402555910543,471.75,tratamento_2024,1,1,1,1,0,1,2025,1,85,2025-01-01
2025-02,0208,Medicina nuclear,472.5,0.9854926028136836,465.65,tratamento_2024,1,1,1,1,0,1,2025,2,86,2025-02-01
2025-03,0208,Medicina nuclear,472.5,0.9800045771814674,463.05,tratamento_2024,1,1,1,1,0,1,2025,3,87,2025-03-01
2025-04,0208,Medicina nuclear,472.5,0.9758086002006048,461.07,tratamento_2024,1,1,1,1,0,1,2025,4,88,2025-04-01
2025-05,0208,Medicina nuclear,472.5,0.9723082903553256,459.42,tratamento_2024,1,1,1,1,0,1,2025,5,89,2025-05-01
2025-06,0208,Medicina nuclear,472.5,0.969593428754812,458.13,tratamento_2024,1,1,1,1,0,1,2025,6,90,2025-06-01
2025-07,0208,Medicina nuclear,472.5,0.9665006267492148,456.67,tratamento_2024,1,1,1,1,0,1,2025,7,91,2025-07-01
2025-08,0208,Medicina nuclear,472.5,0.9647640514565928,455.85,tratamento_2024,1,1,1,1,0,1,2025,8,92,2025-08-01
2025-09,0208,Medicina nuclear,472.5,0.9623581560664268,454.71,tratamento_2024,1,1,1,1,0,1,2025,9,93,2025-09-01
2018-01,0301,Consultas/Atendimentos,10,1.4400473769328803,14.4,controle,0,0,0,0,0,0,2018,1,1,2018-01-01
2018-02,0301,Consultas/Atendimentos,10,1.435453924374881,14.35,controle,0,0,0,0,0,0,2018,2,2,2018-02-01
2018-03,0301,Consultas/Atendimentos,10,1.4341631775151176,14.34,controle,0,0,0,0,0,0,2018,3,3,2018-03-01
2018-04,0301,Consultas/Atendimentos,10,1.4310149446369165,14.31,controle,0,0,0,0,0,0,2018,4,4,2018-04-01
2018-05,0301,Consultas/Atendimentos,10,1.4253136898774068,14.25,controle,0,0,0,0,0,0,2018,5,5,2018-05-01
2018-06,0301,Consultas/Atendimentos,10,1.407578204500698,14.08,controle,0,0,0,0,0,0,2018,6,6,2018-06-01
2018-07,0301,Consultas/Atendimentos,10,1.4029484745347331,14.03,controle,0,0,0,0,0,0,2018,7,7,2018-07-01
2018-08,0301,Consultas/Atendimentos,10,1.4042122655737497,14.04,controle,0,0,0,0,0,0,2018,8,8,2018-08-01
2018-09,0301,Consultas/Atendimentos,10,1.3975042451968052,13.98,controle,0,0,0,0,0,0,2018,9,9,2018-09-01
2018-10,0301,Consultas/Atendimentos,10,1.391243648777307,13.91,controle,0,0,0,0,0,0,2018,10,10,2018-10-01
2018-11,0301,Consultas/Atendimentos,10,1.394171408735652,13.94,controle,0,0,0,0,0,0,2018,11,11,2018-11-01
2018-12,0301,Consultas/Atendimentos,10,1.392083283809937,13.92,controle,0,0,0,0,0,0,2018,12,12,2018-12-01
2019-01,0301,Consultas/Atendimentos,10,1.387642826764291,13.88,controle,0,0,0,0,0,0,2019,1,13,2019-01-01
2019-02,0301,Consultas/Atendimentos,10,1.3817015102701298,13.82,controle,0,0,0,0,0,0,2019,2,14,2019-02-01
2019-03,0301,Consultas/Atendimentos,10,1.3714158910869771,13.71,controle,0,0,0,0,0,0,2019,3,15,2019-03-01
2019-04,0301,Consultas/Atendimentos,10,1.3636431252729215,13.64,controle,0,0,0,0,0,0,2019,4,16,2019-04-01
2019-05,0301,Consultas/Atendimentos,10,1.361872690774914,13.62,controle,0,0,0,0,0,0,2019,5,17,2019-05-01
2019-06,0301,Consultas/Atendimentos,10,1.3617365171232017,13.62,controle,0,0,0,0,0,0,2019,6,18,2019-06-01
2019-07,0301,Consultas/Atendimentos,10,1.3591541242870564,13.59,controle,0,0,0,0,0,0,2019,7,19,2019-07-01
2019-08,0301,Consultas/Atendimentos,10,1.3576606975197845,13.58,controle,0,0,0,0,0,0,2019,8,20,2019-08-01
2019-09,0301,Consultas/Atendimentos,10,1.358203979111429,13.58,controle,0,0,0,0,0,0,2019,9,21,2019-09-01
2019-10,0301,Consultas/Atendimentos,10,1.3568471319794495,13.57,controle,0,0,0,0,0,0,2019,10,22,2019-10-01
2019-11,0301,Consultas/Atendimentos,10,1.349962324126405,13.5,controle,0,0,0,0,0,0,2019,11,23,2019-11-01
2019-12,0301,Consultas/Atendimentos,10,1.334614260134854,13.35,controle,0,0,0,0,0,0,2019,12,24,2019-12-01
2020-01,0301,Consultas/Atendimentos,10.3,1.3318174435034964,13.72,controle,0,0,0,0,0,0,2020,1,25,2020-01-01
2020-02,0301,Consultas/Atendimentos,10.3,1.3284962029960066,13.68,controle,0,0,0,0,0,0,2020,2,26,2020-02-01
2020-03,0301,Consultas/Atendimentos,10.3,1.3275669061616937,13.67,controle,0,0,0,0,0,0,2020,3,27,2020-03-01
2020-04,0301,Consultas/Atendimentos,10.3,1.3316951611612935,13.72,controle,0,0,0,0,0,0,2020,4,28,2020-04-01
2020-05,0301,Consultas/Atendimentos,10.3,1.3367749058033465,13.77,controle,0,0,0,0,0,0,2020,5,29,2020-05-01
2020-06,0301,Consultas/Atendimentos,10.3,1.333308304212394,13.73,controle,0,0,0,0,0,0,2020,6,30,2020-06-01
2020-07,0301,Consultas/Atendimentos,10.3,1.328525612009161,13.68,controle,0,0,0,0,0,0,2020,7,31,2020-07-01
2020-08,0301,Consultas/Atendimentos,10.3,1.325344784526298,13.65,controle,0,0,0,0,0,0,2020,8,32,2020-08-01
2020-09,0301,Consultas/Atendimentos,10.3,1.3169165188059402,13.56,controle,0,0,0,0,0,0,2020,9,33,2020-09-01
2020-10,0301,Consultas/Atendimentos,10.3,1.3056876053995046,13.45,controle,0,0,0,0,0,0,2020,10,34,2020-10-01
2020-11,0301,Consultas/Atendimentos,10.3,1.2941694968772963,13.33,controle,0,0,0,0,0,0,2020,11,35,2020-11-01
2020-12,0301,Consultas/Atendimentos,10.3,1.2769309293313236,13.15,controle,0,0,0,0,0,0,2020,12,36,2020-12-01
2021-01,0301,Consultas/Atendimentos,10.3,1.2737465629240137,13.12,controle,0,0,0,0,0,0,2021,1,37,2021-01-01
2021-02,0301,Consultas/Atendimentos,10.3,1.2628857455126057,13.01,controle,0,0,0,0,0,0,2021,2,38,2021-02-01
2021-03,0301,Consultas/Atendimentos,10.3,1.2512491286164722,12.89,controle,0,0,0,0,0,0,2021,3,39,2021-03-01
2021-04,0301,Consultas/Atendimentos,10.3,1.2473822436611226,12.85,controle,0,0,0,0,0,0,2021,4,40,2021-04-01
2021-05,0301,Consultas/Atendimentos,10.3,1.2371141958356864,12.74,controle,0,0,0,0,0,0,2021,5,41,2021-05-01
2021-06,0301,Consultas/Atendimentos,10.3,1.2305920579286644,12.68,controle,0,0,0,0,0,0,2021,6,42,2021-06-01
2021-07,0301,Consultas/Atendimentos,10.3,1.2188907071401192,12.55,controle,0,0,0,0,0,0,2021,7,43,2021-07-01
2021-08,0301,Consultas/Atendimentos,10.3,1.2083778201052038,12.45,controle,0,0,0,0,0,0,2021,8,44,2021-08-01
2021-09,0301,Consultas/Atendimentos,10.3,1.1945213721878252,12.3,controle,0,0,0,0,0,0,2021,9,45,2021-09-01
2021-10,0301,Consultas/Atendimentos,10.3,1.1797741947534075,12.15,controle,0,0,0,0,0,0,2021,10,46,2021-10-01
2021-11,0301,Consultas/Atendimentos,10.3,1.1686718125343314,12.04,controle,0,0,0,0,0,0,2021,11,47,2021-11-01
2021-12,0301,Consultas/Atendimentos,10.3,1.1602023354852886,11.95,controle,0,0,0,0,0,0,2021,12,48,2021-12-01
2022-01,0301,Consultas/Atendimentos,10.3,1.153970892664898,11.89,controle,0,0,0,0,0,0,2022,1,49,2022-01-01
2022-02,0301,Consultas/Atendimentos,10.3,1.142432326170575,11.77,controle,0,0,0,0,0,0,2022,2,50,2022-02-01
2022-03,0301,Consultas/Atendimentos,10.3,1.1242199627736422,11.58,controle,0,0,0,0,0,0,2022,3,51,2022-03-01
2022-04,0301,Consultas/Atendimentos,10.3,1.1124282236034455,11.46,controle,0,0,0,0,0,0,2022,4,52,2022-04-01
2022-05,0301,Consultas/Atendimentos,10.3,1.1072242695366237,11.4,controle,0,0,0,0,0,0,2022,5,53,2022-05-01
2022-06,0301,Consultas/Atendimentos,10.3,1.0998552394324266,11.33,controle,0,0,0,0,0,0,2022,6,54,2022-06-01
2022-07,0301,Consultas/Atendimentos,10.3,1.1073854605642637,11.41,controle,0,0,0,0,0,0,2022,7,55,2022-07-01
2022-08,0301,Consultas/Atendimentos,10.3,1.1113864517907102,11.45,controle,0,0,0,0,0,0,2022,8,56,2022-08-01
2022-09,0301,Consultas/Atendimentos,10.3,1.114618846445402,11.48,controle,0,0,0,0,0,0,2022,9,57,2022-09-01
2022-10,0301,Consultas/Atendimentos,10.3,1.1080811675568163,11.41,controle,0,0,0,0,0,0,2022,10,58,2022-10-01
2022-11,0301,Consultas/Atendimentos,10.3,1.103556585556037,11.37,controle,0,0,0,0,0,0,2022,11,59,2022-11-01
2022-12,0301,Consultas/Atendimentos,10.3,1.096756694052909,11.3,controle,0,0,0,0,0,0,2022,12,60,2022-12-01
2023-01,0301,Consultas/Atendimentos,10.3,1.0909745290489494,11.24,controle,0,1,0,0,0,0,2023,1,61,2023-01-01
2023-02,0301,Consultas/Atendimentos,10.3,1.0818866809291443,11.14,controle,0,1,0,0,0,0,2023,2,62,2023-02-01
2023-03,0301,Consultas/Atendimentos,10.3,1.0742594389128632,11.06,controle,0,1,0,0,0,0,2023,3,63,2023-03-01
2023-04,0301,Consultas/Atendimentos,10.3,1.0677461871711194,11,controle,0,1,0,0,0,0,2023,4,64,2023-04-01
2023-05,0301,Consultas/Atendimentos,10.3,1.0652960063564991,10.97,controle,0,1,0,0,0,0,2023,5,65,2023-05-01
2023-06,0301,Consultas/Atendimentos,10.3,1.066148925496897,10.98,controle,0,1,0,0,0,0,2023,6,66,2023-06-01
2023-07,0301,Consultas/Atendimentos,10.3,1.0648710802006562,10.97,controle,0,1,0,0,0,0,2023,7,67,2023-07-01
2023-08,0301,Consultas/Atendimentos,10.3,1.0624274969576537,10.94,controle,0,1,0,0,0,0,2023,8,68,2023-08-01
2023-09,0301,Consultas/Atendimentos,10.3,1.059672348850642,10.91,controle,0,1,0,0,0,0,2023,9,69,2023-09-01
2023-10,0301,Consultas/Atendimentos,10.3,1.0571352243122925,10.89,controle,0,1,0,0,0,0,2023,10,70,2023-10-01
2023-11,0301,Consultas/Atendimentos,10.3,1.0541835104829405,10.86,controle,0,1,0,0,0,0,2023,11,71,2023-11-01
2023-12,0301,Consultas/Atendimentos,10.3,1.048312957918596,10.8,controle,0,1,0,0,0,0,2023,12,72,2023-12-01
2024-01,0301,Consultas/Atendimentos,10.3,1.043928458393344,10.75,controle,0,1,0,0,0,0,2024,1,73,2024-01-01
2024-02,0301,Consultas/Atendimentos,10.3,1.0353351764289835,10.66,controle,0,1,0,0,0,0,2024,2,74,2024-02-01
2024-03,0301,Consultas/Atendimentos,10.3,1.0336812863707905,10.65,controle,0,1,1,0,0,0,2024,3,75,2024-03-01
2024-04,0301,Consultas/Atendimentos,10.3,1.0297681673349175,10.61,controle,0,1,1,0,0,0,2024,4,76,2024-04-01
2024-05,0301,Consultas/Atendimentos,10.3,1.0250529238850463,10.56,controle,0,1,1,0,0,0,2024,5,77,2024-05-01
2024-06,0301,Consultas/Atendimentos,10.3,1.0229048237551606,10.54,controle,0,1,1,0,0,0,2024,6,78,2024-06-01
2024-07,0301,Consultas/Atendimentos,10.3,1.0190325002541945,10.5,controle,0,1,1,0,0,0,2024,7,79,2024-07-01
2024-08,0301,Consultas/Atendimentos,10.3,1.0192363475236994,10.5,controle,0,1,1,0,0,0,2024,8,80,2024-08-01
2024-09,0301,Consultas/Atendimentos,10.3,1.014771353568,10.45,controle,0,1,1,0,0,0,2024,9,81,2024-09-01
2024-10,0301,Consultas/Atendimentos,10.3,1.00912028,10.39,controle,0,1,1,0,0,0,2024,10,82,2024-10-01
2024-11,0301,Consultas/Atendimentos,10.3,1.0052,10.35,controle,0,1,1,0,0,0,2024,11,83,2024-11-01
2024-12,0301,Consultas/Atendimentos,10.3,1,10.3,controle,0,1,1,0,0,0,2024,12,84,2024-12-01
2025-01,0301,Consultas/Atendimentos,11.59,0.998402555910543,11.57,controle,0,1,1,1,0,0,2025,1,85,2025-01-01
2025-02,0301,Consultas/Atendimentos,11.59,0.9854926028136836,11.42,controle,0,1,1,1,0,0,2025,2,86,2025-02-01
2025-03,0301,Consultas/Atendimentos,11.59,0.9800045771814674,11.36,controle,0,1,1,1,0,0,2025,3,87,2025-03-01
2025-04,0301,Consultas/Atendimentos,11.59,0.9758086002006048,11.31,controle,0,1,1,1,0,0,2025,4,88,2025-04-01
2025-05,0301,Consultas/Atendimentos,11.59,0.9723082903553256,11.27,controle,0,1,1,1,0,0,2025,5,89,2025-05-01
2025-06,0301,Consultas/Atendimentos,11.59,0.969593428754812,11.24,controle,0,1,1,1,0,0,2025,6,90,2025-06-01
2025-07,0301,Consultas/Atendimentos,11.59,0.9665006267492148,11.2,controle,0,1,1,1,0,0,2025,7,91,2025-07-01
2025-08,0301,Consultas/Atendimentos,11.59,0.9647640514565928,11.18,controle,0,1,1,1,0,0,2025,8,92,2025-08-01
2025-09,0301,Consultas/Atendimentos,11.59,0.9623581560664268,11.15,controle,0,1,1,1,0,0,2025,9,93,2025-09-01
2018-01,0302,Fisioterapia,5.5,1.4400473769328803,7.92,controle,0,0,0,0,0,0,2018,1,1,2018-01-01
2018-02,0302,Fisioterapia,5.5,1.435453924374881,7.89,controle,0,0,0,0,0,0,2018,2,2,2018-02-01
2018-03,0302,Fisioterapia,5.5,1.4341631775151176,7.89,controle,0,0,0,0,0,0,2018,3,3,2018-03-01
2018-04,0302,Fisioterapia,5.5,1.4310149446369165,7.87,controle,0,0,0,0,0,0,2018,4,4,2018-04-01
2018-05,0302,Fisioterapia,5.5,1.4253136898774068,7.84,controle,0,0,0,0,0,0,2018,5,5,2018-05-01
2018-06,0302,Fisioterapia,5.5,1.407578204500698,7.74,controle,0,0,0,0,0,0,2018,6,6,2018-06-01
